index,VocalTractLength,AirSacLength,AirSacArea,LipProtrusion,LipRounding,F1,F2
27833,17,1.5,8,1,1,452,1256
5527,15.5,1,13,2.6,0.4,455,1256
20377,16.5,1,13,1.6,0.4,455,1256
35227,17.5,1,13,0.6,0.4,455,1256
12078,16,2,6,1.6,1,457,1256
26928,17,2,6,0.6,1,457,1256
4720,15.5,1,14,2.2,0.6,463,1256
11906,16,1.5,9,1.6,0.6,463,1256
19570,16.5,1,14,1.2,0.6,463,1256
26756,17,1.5,9,0.6,0.6,463,1256
34420,17.5,1,14,0.2,0.6,463,1256
4436,15.5,1.5,9,2,1,464,1256
19286,16.5,1.5,9,1,1,464,1256
3733,15.5,1,15,1.8,0.4,474,1256
18583,16.5,1,15,0.8,0.4,474,1256
11113,16,1,15,1.2,0.8,475,1256
25963,17,1,15,0.2,0.8,475,1256
10371,16,2,7,1,0.2,477,1256
2909,15.5,1.5,10,1.4,0.6,481,1256
17759,16.5,1.5,10,0.4,0.6,481,1256
9856,16,1,16,0.6,1,489,1256
752,15.5,1.5,11,0.4,0.8,507,1256
384,15.5,2,8,0.2,1,508,1256
859,15.5,1,17,0.4,1,508,1256
6302,15.5,1.5,1,3,0.2,418,1257
12603,16,2,1,2,0.2,418,1257
14851,16,1,1,3,0.2,418,1257
21152,16.5,1.5,1,2,0.2,418,1257
27453,17,2,1,1,0.2,418,1257
29701,17,1,1,2,0.2,418,1257
36002,17.5,1.5,1,1,0.2,418,1257
44551,18,1,1,1,0.2,418,1257
8284,15.5,1,2,3.8,0.6,421,1257
23134,16.5,1,2,2.8,0.6,421,1257
37984,17.5,1,2,1.8,0.6,421,1257
8467,15.5,1,3,3.8,1,422,1257
23317,16.5,1,3,2.8,1,422,1257
38167,17.5,1,3,1.8,1,422,1257
7475,15.5,1.5,2,3.4,0.8,423,1257
22325,16.5,1.5,2,2.4,0.8,423,1257
37175,17.5,1.5,2,1.4,0.8,423,1257
8470,15.5,1,4,3.8,1,424,1257
23320,16.5,1,4,2.8,1,424,1257
38170,17.5,1,4,1.8,1,424,1257
8383,15.5,1,5,3.8,0.8,425,1257
23233,16.5,1,5,2.8,0.8,425,1257
38083,17.5,1,5,1.8,0.8,425,1257
13956,16,2,2,2.6,0.2,426,1257
28806,17,2,2,1.6,0.2,426,1257
43656,18,2,2,0.6,0.2,426,1257
15676,16,1,6,3.2,1,427,1257
30526,17,1,6,2.2,1,427,1257
45376,18,1,6,1.2,1,427,1257
15041,16,1.5,4,3,0.6,429,1257
15499,16,1,7,3.2,0.6,429,1257
29891,17,1.5,4,2,0.6,429,1257
30349,17,1,7,2.2,0.6,429,1257
44741,18,1.5,4,1,0.6,429,1257
45199,18,1,7,1.2,0.6,429,1257
6669,15.5,2,3,3,1,431,1257
21519,16.5,2,3,2,1,431,1257
36369,17.5,2,3,1,1,431,1257
14774,16,1.5,5,2.8,1,432,1257
15232,16,1,8,3,1,432,1257
29624,17,1.5,5,1.8,1,432,1257
30082,17,1,8,2,1,432,1257
44474,18,1.5,5,0.8,1,432,1257
44932,18,1,8,1,1,432,1257
7495,15.5,1,9,3.4,0.8,435,1257
22345,16.5,1,9,2.4,0.8,435,1257
37195,17.5,1,9,1.4,0.8,435,1257
6402,15.5,2,4,3,0.4,437,1257
6947,15.5,1.5,6,3.2,0.6,437,1257
21252,16.5,2,4,2,0.4,437,1257
21797,16.5,1.5,6,2.2,0.6,437,1257
36102,17.5,2,4,1,0.4,437,1257
36647,17.5,1.5,6,1.2,0.6,437,1257
7138,15.5,1,10,3.2,1,439,1257
21988,16.5,1,10,2.2,1,439,1257
36838,17.5,1,10,1.2,1,439,1257
6691,15.5,1,11,3,1,443,1257
21541,16.5,1,11,2,1,443,1257
36391,17.5,1,11,1,1,443,1257
6320,15.5,1.5,7,3,0.2,444,1257
21170,16.5,1.5,7,2,0.2,444,1257
36020,17.5,1.5,7,1,0.2,444,1257
13155,16,2,5,2.2,0.4,445,1257
28005,17,2,5,1.2,0.4,445,1257
42855,18,2,5,0.2,0.4,445,1257
6154,15.5,1,12,2.8,0.8,448,1257
21004,16.5,1,12,1.8,0.8,448,1257
35854,17.5,1,12,0.8,0.8,448,1257
5513,15.5,1.5,8,2.6,0.4,452,1257
20363,16.5,1.5,8,1.6,0.4,452,1257
35213,17.5,1.5,8,0.6,0.4,452,1257
12907,16,1,13,2,0.8,455,1257
27757,17,1,13,1,0.8,455,1257
4608,15.5,2,6,2.2,0.4,458,1257
19458,16.5,2,6,1.2,0.4,458,1257
34308,17.5,2,6,0.2,0.4,458,1257
11816,16,1.5,9,1.6,0.4,464,1257
12100,16,1,14,1.6,1,464,1257
26666,17,1.5,9,0.6,0.4,464,1257
26950,17,1,14,0.6,1,464,1257
3643,15.5,1,15,1.8,0.2,475,1257
18493,16.5,1,15,0.8,0.2,475,1257
2901,15.5,2,7,1.4,0.6,477,1257
17751,16.5,2,7,0.4,0.6,477,1257
10289,16,1.5,10,0.8,1,481,1257
2819,15.5,1.5,10,1.4,0.4,482,1257
17669,16.5,1.5,10,0.4,0.4,482,1257
2386,15.5,1,16,1.2,0.4,490,1257
9766,16,1,16,0.6,0.8,490,1257
17236,16.5,1,16,0.2,0.4,490,1257
294,15.5,2,8,0.2,0.8,509,1257
769,15.5,1,17,0.4,0.8,509,1257
15664,16,1,2,3.2,1,421,1258
30514,17,1,2,2.2,1,421,1258
45364,18,1,2,1.2,1,421,1258
14855,16,1.5,2,3,0.2,423,1258
15847,16,1,3,3.4,0.4,423,1258
29705,17,1.5,2,2,0.2,423,1258
30697,17,1,3,2.4,0.4,423,1258
44555,18,1.5,2,1,0.2,423,1258
45547,18,1,3,1.4,0.4,423,1258
15850,16,1,4,3.4,0.4,424,1258
30700,17,1,4,2.4,0.4,424,1258
45550,18,1,4,1.4,0.4,424,1258
6486,15.5,2,2,3,0.6,426,1258
7658,15.5,1.5,3,3.6,0.2,426,1258
21336,16.5,2,2,2,0.6,426,1258
22508,16.5,1.5,3,2.6,0.2,426,1258
36186,17.5,2,2,1,0.6,426,1258
37358,17.5,1.5,3,1.6,0.2,426,1258
8206,15.5,1,6,3.8,0.4,428,1258
23056,16.5,1,6,2.8,0.4,428,1258
37906,17.5,1,6,1.8,0.4,428,1258
7571,15.5,1.5,4,3.4,1,429,1258
22421,16.5,1.5,4,2.4,1,429,1258
37271,17.5,1.5,4,1.4,1,429,1258
8029,15.5,1,7,3.6,1,430,1258
22879,16.5,1,7,2.6,1,430,1258
37729,17.5,1,7,1.6,1,430,1258
14049,16,2,3,2.6,0.4,431,1258
28899,17,2,3,1.6,0.4,431,1258
43749,18,2,3,0.6,0.4,431,1258
7762,15.5,1,8,3.6,0.4,432,1258
22612,16.5,1,8,2.6,0.4,432,1258
37462,17.5,1,8,1.6,0.4,432,1258
7304,15.5,1.5,5,3.4,0.4,433,1258
22154,16.5,1.5,5,2.4,0.4,433,1258
37004,17.5,1.5,5,1.4,0.4,433,1258
14875,16,1,9,3,0.2,436,1258
29725,17,1,9,2,0.2,436,1258
44575,18,1,9,1,0.2,436,1258
13782,16,2,4,2.4,0.8,437,1258
28632,17,2,4,1.4,0.8,437,1258
43482,18,2,4,0.4,0.8,437,1258
14327,16,1.5,6,2.6,1,438,1258
29177,17,1.5,6,1.6,1,438,1258
44027,18,1.5,6,0.6,1,438,1258
14518,16,1,10,2.8,0.4,439,1258
29368,17,1,10,1.8,0.4,439,1258
44218,18,1,10,0.8,0.4,439,1258
13700,16,1.5,7,2.4,0.6,444,1258
14071,16,1,11,2.6,0.4,444,1258
28550,17,1.5,7,1.4,0.6,444,1258
28921,17,1,11,1.6,0.4,444,1258
43400,18,1.5,7,0.4,0.6,444,1258
43771,18,1,11,0.6,0.4,444,1258
5685,15.5,2,5,2.6,0.8,446,1258
20535,16.5,2,5,1.6,0.8,446,1258
35385,17.5,2,5,0.6,0.8,446,1258
13534,16,1,12,2.4,0.2,449,1258
28384,17,1,12,1.4,0.2,449,1258
43234,18,1,12,0.4,0.2,449,1258
12893,16,1.5,8,2,0.8,453,1258
27743,17,1.5,8,1,0.8,453,1258
5437,15.5,1,13,2.6,0.2,456,1258
20287,16.5,1,13,1.6,0.2,456,1258
35137,17.5,1,13,0.6,0.2,456,1258
11988,16,2,6,1.6,0.8,458,1258
26838,17,2,6,0.6,0.8,458,1258
4630,15.5,1,14,2.2,0.4,464,1258
19480,16.5,1,14,1.2,0.4,464,1258
34330,17.5,1,14,0.2,0.4,464,1258
4346,15.5,1.5,9,2,0.8,465,1258
12010,16,1,14,1.6,0.8,465,1258
19196,16.5,1.5,9,1,0.8,465,1258
26860,17,1,14,0.6,0.8,465,1258
3553,15.5,1,15,1.6,1,476,1258
11023,16,1,15,1.2,0.6,476,1258
18403,16.5,1,15,0.6,1,476,1258
25873,17,1,15,0.2,0.6,476,1258
2811,15.5,2,7,1.4,0.4,478,1258
10281,16,2,7,0.8,1,478,1258
17661,16.5,2,7,0.4,0.4,478,1258
10199,16,1.5,10,0.8,0.8,482,1258
2296,15.5,1,16,1.2,0.2,491,1258
9676,16,1,16,0.6,0.6,491,1258
17146,16.5,1,16,0.2,0.2,491,1258
662,15.5,1.5,11,0.4,0.6,508,1258
204,15.5,2,8,0.2,0.6,510,1258
679,15.5,1,17,0.4,0.6,511,1258
5133,15.5,2,1,2.4,0.6,419,1259
7381,15.5,1,1,3.4,0.6,419,1259
13682,16,1.5,1,2.4,0.6,419,1259
19983,16.5,2,1,1.4,0.6,419,1259
22231,16.5,1,1,2.4,0.6,419,1259
28532,17,1.5,1,1.4,0.6,419,1259
34833,17.5,2,1,0.4,0.6,419,1259
37081,17.5,1,1,1.4,0.6,419,1259
43382,18,1.5,1,0.4,0.6,419,1259
8194,15.5,1,2,3.8,0.4,421,1259
23044,16.5,1,2,2.8,0.4,421,1259
37894,17.5,1,2,1.8,0.4,421,1259
7385,15.5,1.5,2,3.4,0.6,423,1259
22235,16.5,1.5,2,2.4,0.6,423,1259
37085,17.5,1.5,2,1.4,0.6,423,1259
15038,16,1.5,3,3,0.6,426,1259
15763,16,1,5,3.4,0.2,426,1259
29888,17,1.5,3,2,0.6,426,1259
30613,17,1,5,2.4,0.2,426,1259
44738,18,1.5,3,1,0.6,426,1259
45463,18,1,5,1.4,0.2,426,1259
13866,16,2,2,2.4,1,427,1259
28716,17,2,2,1.4,1,427,1259
43566,18,2,2,0.4,1,427,1259
15586,16,1,6,3.2,0.8,428,1259
30436,17,1,6,2.2,0.8,428,1259
45286,18,1,6,1.2,0.8,428,1259
14951,16,1.5,4,3,0.4,429,1259
29801,17,1.5,4,2,0.4,429,1259
44651,18,1.5,4,1,0.4,429,1259
15409,16,1,7,3.2,0.4,430,1259
30259,17,1,7,2.2,0.4,430,1259
45109,18,1,7,1.2,0.4,430,1259
14684,16,1.5,5,2.8,0.8,433,1259
15142,16,1,8,3,0.8,433,1259
29534,17,1.5,5,1.8,0.8,433,1259
29992,17,1,8,2,0.8,433,1259
44384,18,1.5,5,0.8,0.8,433,1259
44842,18,1,8,1,0.8,433,1259
7405,15.5,1,9,3.4,0.6,436,1259
22255,16.5,1,9,2.4,0.6,436,1259
37105,17.5,1,9,1.4,0.6,436,1259
6312,15.5,2,4,3,0.2,438,1259
6857,15.5,1.5,6,3.2,0.4,438,1259
21162,16.5,2,4,2,0.2,438,1259
21707,16.5,1.5,6,2.2,0.4,438,1259
36012,17.5,2,4,1,0.2,438,1259
36557,17.5,1.5,6,1.2,0.4,438,1259
7048,15.5,1,10,3.2,0.8,440,1259
21898,16.5,1,10,2.2,0.8,440,1259
36748,17.5,1,10,1.2,0.8,440,1259
6601,15.5,1,11,3,0.8,444,1259
21451,16.5,1,11,2,0.8,444,1259
36301,17.5,1,11,1,0.8,444,1259
6230,15.5,1.5,7,2.8,1,445,1259
21080,16.5,1.5,7,1.8,1,445,1259
35930,17.5,1.5,7,0.8,1,445,1259
13065,16,2,5,2.2,0.2,446,1259
27915,17,2,5,1.2,0.2,446,1259
42765,18,2,5,0.2,0.2,446,1259
6064,15.5,1,12,2.8,0.6,449,1259
20914,16.5,1,12,1.8,0.6,449,1259
35764,17.5,1,12,0.8,0.6,449,1259
5423,15.5,1.5,8,2.6,0.2,453,1259
20273,16.5,1.5,8,1.6,0.2,453,1259
35123,17.5,1.5,8,0.6,0.2,453,1259
12817,16,1,13,2,0.6,456,1259
27667,17,1,13,1,0.6,456,1259
4518,15.5,2,6,2.2,0.2,459,1259
19368,16.5,2,6,1.2,0.2,459,1259
34218,17.5,2,6,0.2,0.2,459,1259
4540,15.5,1,14,2.2,0.2,465,1259
11726,16,1.5,9,1.6,0.2,465,1259
19390,16.5,1,14,1.2,0.2,465,1259
26576,17,1.5,9,0.6,0.2,465,1259
34240,17.5,1,14,0.2,0.2,465,1259
4256,15.5,1.5,9,2,0.6,466,1259
19106,16.5,1.5,9,1,0.6,466,1259
10933,16,1,15,1.2,0.4,477,1259
25783,17,1,15,0.2,0.4,477,1259
10191,16,2,7,0.8,0.8,479,1259
2729,15.5,1.5,10,1.4,0.2,483,1259
17579,16.5,1.5,10,0.4,0.2,483,1259
10109,16,1.5,10,0.8,0.6,484,1259
2206,15.5,1,16,1,1,492,1259
572,15.5,1.5,11,0.4,0.4,509,1259
114,15.5,2,8,0.2,0.4,511,1259
589,15.5,1,17,0.4,0.4,512,1259
6212,15.5,1.5,1,2.8,1,419,1260
12513,16,2,1,1.8,1,419,1260
14761,16,1,1,2.8,1,419,1260
21062,16.5,1.5,1,1.8,1,419,1260
27363,17,2,1,0.8,1,419,1260
29611,17,1,1,1.8,1,419,1260
35912,17.5,1.5,1,0.8,1,419,1260
44461,18,1,1,0.8,1,419,1260
15574,16,1,2,3.2,0.8,422,1260
30424,17,1,2,2.2,0.8,422,1260
45274,18,1,2,1.2,0.8,422,1260
8377,15.5,1,3,3.8,0.8,423,1260
23227,16.5,1,3,2.8,0.8,423,1260
38077,17.5,1,3,1.8,0.8,423,1260
14765,16,1.5,2,2.8,1,424,1260
29615,17,1.5,2,1.8,1,424,1260
44465,18,1.5,2,0.8,1,424,1260
8380,15.5,1,4,3.8,0.8,425,1260
23230,16.5,1,4,2.8,0.8,425,1260
38080,17.5,1,4,1.8,0.8,425,1260
8293,15.5,1,5,3.8,0.6,426,1260
23143,16.5,1,5,2.8,0.6,426,1260
37993,17.5,1,5,1.8,0.6,426,1260
6396,15.5,2,2,3,0.4,427,1260
7568,15.5,1.5,3,3.4,1,427,1260
21246,16.5,2,2,2,0.4,427,1260
22418,16.5,1.5,3,2.4,1,427,1260
36096,17.5,2,2,1,0.4,427,1260
37268,17.5,1.5,3,1.4,1,427,1260
8116,15.5,1,6,3.8,0.2,428,1260
22966,16.5,1,6,2.8,0.2,428,1260
37816,17.5,1,6,1.8,0.2,428,1260
7481,15.5,1.5,4,3.4,0.8,430,1260
22331,16.5,1.5,4,2.4,0.8,430,1260
37181,17.5,1.5,4,1.4,0.8,430,1260
7939,15.5,1,7,3.6,0.8,431,1260
22789,16.5,1,7,2.6,0.8,431,1260
37639,17.5,1,7,1.6,0.8,431,1260
6579,15.5,2,3,3,0.8,432,1260
21429,16.5,2,3,2,0.8,432,1260
36279,17.5,2,3,1,0.8,432,1260
7672,15.5,1,8,3.6,0.2,433,1260
22522,16.5,1,8,2.6,0.2,433,1260
37372,17.5,1,8,1.6,0.2,433,1260
7214,15.5,1.5,5,3.4,0.2,434,1260
22064,16.5,1.5,5,2.4,0.2,434,1260
36914,17.5,1.5,5,1.4,0.2,434,1260
14785,16,1,9,2.8,1,436,1260
29635,17,1,9,1.8,1,436,1260
44485,18,1,9,0.8,1,436,1260
13692,16,2,4,2.4,0.6,438,1260
14237,16,1.5,6,2.6,0.8,438,1260
28542,17,2,4,1.4,0.6,438,1260
29087,17,1.5,6,1.6,0.8,438,1260
43392,18,2,4,0.4,0.6,438,1260
43937,18,1.5,6,0.6,0.8,438,1260
14428,16,1,10,2.8,0.2,440,1260
29278,17,1,10,1.8,0.2,440,1260
44128,18,1,10,0.8,0.2,440,1260
13981,16,1,11,2.6,0.2,444,1260
28831,17,1,11,1.6,0.2,444,1260
43681,18,1,11,0.6,0.2,444,1260
13610,16,1.5,7,2.4,0.4,445,1260
28460,17,1.5,7,1.4,0.4,445,1260
43310,18,1.5,7,0.4,0.4,445,1260
5595,15.5,2,5,2.6,0.6,447,1260
20445,16.5,2,5,1.6,0.6,447,1260
35295,17.5,2,5,0.6,0.6,447,1260
13444,16,1,12,2.2,1,450,1260
28294,17,1,12,1.2,1,450,1260
43144,18,1,12,0.2,1,450,1260
12803,16,1.5,8,2,0.6,454,1260
27653,17,1.5,8,1,0.6,454,1260
5347,15.5,1,13,2.4,1,457,1260
20197,16.5,1,13,1.4,1,457,1260
35047,17.5,1,13,0.4,1,457,1260
11898,16,2,6,1.6,0.6,459,1260
26748,17,2,6,0.6,0.6,459,1260
11636,16,1.5,9,1.4,1,466,1260
11920,16,1,14,1.6,0.6,466,1260
26486,17,1.5,9,0.4,1,466,1260
26770,17,1,14,0.6,0.6,466,1260
3463,15.5,1,15,1.6,0.8,477,1260
18313,16.5,1,15,0.6,0.8,477,1260
10843,16,1,15,1.2,0.2,478,1260
25693,17,1,15,0.2,0.2,478,1260
2721,15.5,2,7,1.4,0.2,479,1260
17571,16.5,2,7,0.4,0.2,479,1260
10101,16,2,7,0.8,0.6,480,1260
2639,15.5,1.5,10,1.2,1,484,1260
17489,16.5,1.5,10,0.2,1,484,1260
9586,16,1,16,0.6,0.4,492,1260
2116,15.5,1,16,1,0.8,493,1260
482,15.5,1.5,11,0.4,0.2,510,1260
24,15.5,2,8,0.2,0.2,513,1260
5043,15.5,2,1,2.4,0.4,420,1261
7291,15.5,1,1,3.4,0.4,420,1261
13592,16,1.5,1,2.4,0.4,420,1261
19893,16.5,2,1,1.4,0.4,420,1261
22141,16.5,1,1,2.4,0.4,420,1261
28442,17,1.5,1,1.4,0.4,420,1261
34743,17.5,2,1,0.4,0.4,420,1261
36991,17.5,1,1,1.4,0.4,420,1261
43292,18,1.5,1,0.4,0.4,420,1261
15757,16,1,3,3.4,0.2,423,1261
30607,17,1,3,2.4,0.2,423,1261
45457,18,1,3,1.4,0.2,423,1261
7295,15.5,1.5,2,3.4,0.4,424,1261
22145,16.5,1.5,2,2.4,0.4,424,1261
36995,17.5,1.5,2,1.4,0.4,424,1261
15760,16,1,4,3.4,0.2,425,1261
30610,17,1,4,2.4,0.2,425,1261
45460,18,1,4,1.4,0.2,425,1261
13776,16,2,2,2.4,0.8,427,1261
14948,16,1.5,3,3,0.4,427,1261
15673,16,1,5,3.2,1,427,1261
28626,17,2,2,1.4,0.8,427,1261
29798,17,1.5,3,2,0.4,427,1261
30523,17,1,5,2.2,1,427,1261
43476,18,2,2,0.4,0.8,427,1261
44648,18,1.5,3,1,0.4,427,1261
45373,18,1,5,1.2,1,427,1261
14861,16,1.5,4,3,0.2,430,1261
29711,17,1.5,4,2,0.2,430,1261
44561,18,1.5,4,1,0.2,430,1261
15319,16,1,7,3.2,0.2,431,1261
30169,17,1,7,2.2,0.2,431,1261
45019,18,1,7,1.2,0.2,431,1261
13959,16,2,3,2.6,0.2,432,1261
28809,17,2,3,1.6,0.2,432,1261
43659,18,2,3,0.6,0.2,432,1261
14594,16,1.5,5,2.8,0.6,434,1261
15052,16,1,8,3,0.6,434,1261
29444,17,1.5,5,1.8,0.6,434,1261
29902,17,1,8,2,0.6,434,1261
44294,18,1.5,5,0.8,0.6,434,1261
44752,18,1,8,1,0.6,434,1261
6222,15.5,2,4,2.8,1,439,1261
6767,15.5,1.5,6,3.2,0.2,439,1261
21072,16.5,2,4,1.8,1,439,1261
21617,16.5,1.5,6,2.2,0.2,439,1261
35922,17.5,2,4,0.8,1,439,1261
36467,17.5,1.5,6,1.2,0.2,439,1261
6958,15.5,1,10,3.2,0.6,440,1261
21808,16.5,1,10,2.2,0.6,440,1261
36658,17.5,1,10,1.2,0.6,440,1261
6511,15.5,1,11,3,0.6,445,1261
21361,16.5,1,11,2,0.6,445,1261
36211,17.5,1,11,1,0.6,445,1261
6140,15.5,1.5,7,2.8,0.8,446,1261
20990,16.5,1.5,7,1.8,0.8,446,1261
35840,17.5,1.5,7,0.8,0.8,446,1261
12975,16,2,5,2,1,447,1261
27825,17,2,5,1,1,447,1261
5974,15.5,1,12,2.8,0.4,450,1261
20824,16.5,1,12,1.8,0.4,450,1261
35674,17.5,1,12,0.8,0.4,450,1261
5333,15.5,1.5,8,2.4,1,454,1261
20183,16.5,1.5,8,1.4,1,454,1261
35033,17.5,1.5,8,0.4,1,454,1261
12727,16,1,13,2,0.4,457,1261
27577,17,1,13,1,0.4,457,1261
5257,15.5,1,13,2.4,0.8,458,1261
20107,16.5,1,13,1.4,0.8,458,1261
34957,17.5,1,13,0.4,0.8,458,1261
4428,15.5,2,6,2,1,460,1261
11808,16,2,6,1.6,0.4,460,1261
19278,16.5,2,6,1,1,460,1261
26658,17,2,6,0.6,0.4,460,1261
4450,15.5,1,14,2,1,466,1261
19300,16.5,1,14,1,1,466,1261
4166,15.5,1.5,9,2,0.4,467,1261
11830,16,1,14,1.6,0.4,467,1261
19016,16.5,1.5,9,1,0.4,467,1261
26680,17,1,14,0.6,0.4,467,1261
3373,15.5,1,15,1.6,0.6,478,1261
18223,16.5,1,15,0.6,0.6,478,1261
2631,15.5,2,7,1.2,1,480,1261
17481,16.5,2,7,0.2,1,480,1261
2549,15.5,1.5,10,1.2,0.8,485,1261
10019,16,1.5,10,0.8,0.4,485,1261
17399,16.5,1.5,10,0.2,0.8,485,1261
9496,16,1,16,0.6,0.2,493,1261
392,15.5,1.5,11,0.2,1,512,1261
499,15.5,1,17,0.4,0.2,513,1261
6122,15.5,1.5,1,2.8,0.8,420,1262
12423,16,2,1,1.8,0.8,420,1262
14671,16,1,1,2.8,0.8,420,1262
20972,16.5,1.5,1,1.8,0.8,420,1262
27273,17,2,1,0.8,0.8,420,1262
29521,17,1,1,1.8,0.8,420,1262
35822,17.5,1.5,1,0.8,0.8,420,1262
44371,18,1,1,0.8,0.8,420,1262
8104,15.5,1,2,3.8,0.2,422,1262
22954,16.5,1,2,2.8,0.2,422,1262
37804,17.5,1,2,1.8,0.2,422,1262
8287,15.5,1,3,3.8,0.6,424,1262
23137,16.5,1,3,2.8,0.6,424,1262
37987,17.5,1,3,1.8,0.6,424,1262
8290,15.5,1,4,3.8,0.6,425,1262
14675,16,1.5,2,2.8,0.8,425,1262
23140,16.5,1,4,2.8,0.6,425,1262
29525,17,1.5,2,1.8,0.8,425,1262
37990,17.5,1,4,1.8,0.6,425,1262
44375,18,1.5,2,0.8,0.8,425,1262
7478,15.5,1.5,3,3.4,0.8,427,1262
8203,15.5,1,5,3.8,0.4,427,1262
22328,16.5,1.5,3,2.4,0.8,427,1262
23053,16.5,1,5,2.8,0.4,427,1262
37178,17.5,1.5,3,1.4,0.8,427,1262
37903,17.5,1,5,1.8,0.4,427,1262
6306,15.5,2,2,3,0.2,428,1262
21156,16.5,2,2,2,0.2,428,1262
36006,17.5,2,2,1,0.2,428,1262
15496,16,1,6,3.2,0.6,429,1262
30346,17,1,6,2.2,0.6,429,1262
45196,18,1,6,1.2,0.6,429,1262
7391,15.5,1.5,4,3.4,0.6,431,1262
7849,15.5,1,7,3.6,0.6,431,1262
22241,16.5,1.5,4,2.4,0.6,431,1262
22699,16.5,1,7,2.6,0.6,431,1262
37091,17.5,1.5,4,1.4,0.6,431,1262
37549,17.5,1,7,1.6,0.6,431,1262
6489,15.5,2,3,3,0.6,433,1262
21339,16.5,2,3,2,0.6,433,1262
36189,17.5,2,3,1,0.6,433,1262
7124,15.5,1.5,5,3.2,1,435,1262
21974,16.5,1.5,5,2.2,1,435,1262
36824,17.5,1.5,5,1.2,1,435,1262
7315,15.5,1,9,3.4,0.4,437,1262
22165,16.5,1,9,2.4,0.4,437,1262
37015,17.5,1,9,1.4,0.4,437,1262
13602,16,2,4,2.4,0.4,439,1262
14147,16,1.5,6,2.6,0.6,439,1262
28452,17,2,4,1.4,0.4,439,1262
28997,17,1.5,6,1.6,0.6,439,1262
43302,18,2,4,0.4,0.4,439,1262
43847,18,1.5,6,0.6,0.6,439,1262
14338,16,1,10,2.6,1,441,1262
29188,17,1,10,1.6,1,441,1262
44038,18,1,10,0.6,1,441,1262
13891,16,1,11,2.4,1,445,1262
28741,17,1,11,1.4,1,445,1262
43591,18,1,11,0.4,1,445,1262
13520,16,1.5,7,2.4,0.2,446,1262
28370,17,1.5,7,1.4,0.2,446,1262
43220,18,1.5,7,0.4,0.2,446,1262
5505,15.5,2,5,2.6,0.4,448,1262
12885,16,2,5,2,0.8,448,1262
20355,16.5,2,5,1.6,0.4,448,1262
27735,17,2,5,1,0.8,448,1262
35205,17.5,2,5,0.6,0.4,448,1262
13354,16,1,12,2.2,0.8,451,1262
28204,17,1,12,1.2,0.8,451,1262
43054,18,1,12,0.2,0.8,451,1262
12713,16,1.5,8,2,0.4,455,1262
27563,17,1.5,8,1,0.4,455,1262
12637,16,1,13,2,0.2,458,1262
27487,17,1,13,1,0.2,458,1262
4338,15.5,2,6,2,0.8,461,1262
19188,16.5,2,6,1,0.8,461,1262
4360,15.5,1,14,2,0.8,467,1262
11546,16,1.5,9,1.4,0.8,467,1262
19210,16.5,1,14,1,0.8,467,1262
26396,17,1.5,9,0.4,0.8,467,1262
10753,16,1,15,1,1,479,1262
10011,16,2,7,0.8,0.4,481,1262
9929,16,1.5,10,0.8,0.2,486,1262
2026,15.5,1,16,1,0.6,494,1262
9406,16,1,16,0.4,1,494,1262
302,15.5,1.5,11,0.2,0.8,513,1262
409,15.5,1,17,0.2,1,514,1262
4953,15.5,2,1,2.4,0.2,420,1263
7201,15.5,1,1,3.4,0.2,420,1263
13502,16,1.5,1,2.4,0.2,420,1263
19803,16.5,2,1,1.4,0.2,420,1263
22051,16.5,1,1,2.4,0.2,420,1263
28352,17,1.5,1,1.4,0.2,420,1263
34653,17.5,2,1,0.4,0.2,420,1263
36901,17.5,1,1,1.4,0.2,420,1263
43202,18,1.5,1,0.4,0.2,420,1263
15484,16,1,2,3.2,0.6,423,1263
30334,17,1,2,2.2,0.6,423,1263
45184,18,1,2,1.2,0.6,423,1263
15667,16,1,3,3.2,1,424,1263
30517,17,1,3,2.2,1,424,1263
45367,18,1,3,1.2,1,424,1263
15670,16,1,4,3.2,1,426,1263
30520,17,1,4,2.2,1,426,1263
45370,18,1,4,1.2,1,426,1263
14858,16,1.5,3,3,0.2,428,1263
15583,16,1,5,3.2,0.8,428,1263
29708,17,1.5,3,2,0.2,428,1263
30433,17,1,5,2.2,0.8,428,1263
44558,18,1.5,3,1,0.2,428,1263
45283,18,1,5,1.2,0.8,428,1263
8026,15.5,1,6,3.6,1,429,1263
22876,16.5,1,6,2.6,1,429,1263
37726,17.5,1,6,1.6,1,429,1263
14771,16,1.5,4,2.8,1,431,1263
29621,17,1.5,4,1.8,1,431,1263
44471,18,1.5,4,0.8,1,431,1263
15229,16,1,7,3,1,432,1263
30079,17,1,7,2,1,432,1263
44929,18,1,7,1,1,432,1263
13869,16,2,3,2.4,1,433,1263
28719,17,2,3,1.4,1,433,1263
43569,18,2,3,0.4,1,433,1263
7582,15.5,1,8,3.4,1,434,1263
22432,16.5,1,8,2.4,1,434,1263
37282,17.5,1,8,1.4,1,434,1263
14504,16,1.5,5,2.8,0.4,435,1263
29354,17,1.5,5,1.8,0.4,435,1263
44204,18,1.5,5,0.8,0.4,435,1263
14695,16,1,9,2.8,0.8,437,1263
29545,17,1,9,1.8,0.8,437,1263
44395,18,1,9,0.8,0.8,437,1263
6132,15.5,2,4,2.8,0.8,439,1263
20982,16.5,2,4,1.8,0.8,439,1263
